縣市,緯度,經度
桃園區東門里7鄰朝陽街12號,24.9963264,121.3135693
桃園區青溪里鎮撫街43號,24.9982556,121.3146109
桃園區民生路231號,24.9960106,121.3122737
桃園區慈文路410號,25.003783,121.29821
桃園區福安里22鄰保羅街58號,24.9824374,121.3095325
桃園區中正路208號,24.9946798,121.3110164
桃園區青溪里16鄰朝陽街230號（郵寄地址：桃園市桃園區永安路1369巷31號）,25.0030027,121.3122176
桃園區復興路275號,24.9888201,121.3066967
桃園區鎮撫街24巷9號,24.9976566,121.3136235
桃園區福元街246號,25.0095587,121.3155676
桃園區鴻撫街6號,24.973716,121.264954
桃園區民生路167號,24.994372,121.312826
桃園區朝陽街36巷15號,24.9970531,121.3133035
桃園區三元街407巷50號,25.0105992,121.3226196
桃園區南門里14鄰文山街33號,24.9876621,121.3044827
桃園區玉山里22鄰大同西路122號,24.9890996,121.3011911
桃園區西湖里1鄰中山路220號,24.993088,121.3076084
桃園區中興里12鄰保定六街16號,24.9994519,121.2998264
桃園區長德里中正5街212號,25.0043056,121.3010686
桃園區中德里15鄰國際路1段401巷123號,24.9703089,121.2900775
桃園區中聖里9鄰吉昌街232號,24.9885281,121.2876237
桃園區保羅街58號,24.9824374,121.3095325
桃園區中埔里永安北路13巷11號,25.0082349,121.291131
桃園區桃鶯路87巷52號,24.9876429,121.319447
桃園區中山路2號,24.9954887,121.3129767
桃園區永佳街126號,25.0060229,121.2814941
桃園區大有路946巷203號,25.0256401,121.3180082
桃園區國際路1段700巷13號,24.978755,121.288753
桃園區大有路946巷205號,25.025559,121.317613
桃園區泰山里6鄰泰成路62巷67-3號,24.9886884,121.297358
桃園區忠義里三元街566號,25.0135665,121.3247002
桃園區大林里13鄰桃鶯路338巷37號,24.9776875,121.3211843
桃園區長安里2鄰民光路168號,25.003983,121.304737
桃園區三元街526號,25.0135665,121.3247002
桃園區龍岡里上海路226號之1,24.9932541,121.2819246
桃園區新埔里南通路10號,25.0204877,121.3072943
桃園區光興里21鄰中山北路65號,24.9938515,121.3031888
桃園區西埔里5鄰富國路717巷12-3號,25.0220612,121.2788904
桃園區三民路3段478號,24.984067,121.307363
桃園區正光路112巷102號,24.9954283,121.2952493
桃園區文中三路21號,24.9965478,121.2886132
中壢區新街里延平路198號,24.9623401,121.2279406
中壢區內厝里9鄰中正路4段26巷36號,24.9888563,121.1813972
中壢區興南里12鄰慈惠二街9號,24.960655,121.2232689
中壢區新興里7鄰自忠二街126號,24.9450013,121.2233403
中壢區福德里13鄰光華二街1號,24.9781181,121.2584485
中壢區舊明里10鄰義民路47號,24.954108,121.217092
中壢區中央里21鄰元化路205號,24.9606471,121.2274579
中壢區內定里5鄰合圳北路2段470號,25.006052,121.247216
中壢區聖德路1段888巷11號,25.0021028,121.1948126
中壢區東興里25鄰東興街117號,24.9528719,121.22696
中壢區永福里7鄰西園路97號,24.979616,121.2346809
中壢區青埔里7鄰青松街70號,25.0038476,121.2195554
中壢區中央里11鄰長江路93號,24.9573899,121.228127
中壢區華勛里8鄰華勛街208巷38弄27號,24.948822,121.25932
中壢區新中一街29號,24.9599873,121.2435466
中壢區興南里12鄰慈惠二街43號,24.960655,121.2232689
中壢區福德里11鄰福德路38號,24.9741145,121.2587009
中壢區內壢里2鄰成功路122巷82號,24.9760901,121.2623815
中壢區忠福里14鄰南園2路98號,24.9719001,121.231047
中壢區普義里7鄰,24.9603605,121.2304424
中壢區青埔里3鄰青溪路二段35號,25.0154975,121.2225862
中壢區永福里7鄰西園路97號,24.979616,121.2346809
中壢區忠福里16鄰中福路622號,24.9757995,121.2309226
中壢區文化里1鄰吉林路125號,24.9836282,121.2503904
中壢區中原里9鄰文化路61號,24.9729788,121.2544188
中壢區龍興里龍岡路3段37巷92弄102-1號,24.939607,121.23541
中壢區新興里天祥三街6-1號,24.945772,121.222782
中壢區華勛里8鄰華勛街208巷38弄26號,24.9490097,121.2593952
中壢區五權里2鄰五興路259號,24.9631025,121.1948204
中壢區文化里24鄰忠孝路401之1號,24.982004,121.253491
中壢區過嶺里4鄰福田路99號,24.9723073,121.172179
中壢區月眉里9鄰月眉五路120號,24.990124,121.180042
中壢區東興里龍明街39號,24.9486824,121.2237787
中壢區龍岡路3段582號,24.9290231,121.2409161
中壢區水尾里新生路522-1號,24.968675,121.223912
中壢區興和里003鄰興南路187之11號,24.9744948,121.2212755
中壢區內厝里中正路四段15之5號,24.988061,121.179304
中壢區仁美里榮民南路350巷56號,24.9487504,121.2552494
中壢區普仁里協同街79號,24.9548402,121.2381748
平鎮區建安里17鄰平東路1段98-1號,24.9113645,121.2350425
平鎮區湧光里27鄰湧光路136巷159號,24.8939879,121.2061289
平鎮區義民里14鄰復旦路2段23巷8號,24.9478162,121.2057277
平鎮區福林里9鄰6號,24.9025981,121.2192841
平鎮區平鎮里2鄰南平路2段26號,24.9213222,121.2034746
平鎮區北貴里1鄰正義路126號,24.930169,121.2241914
平鎮區金陵路4段26巷82-1號,24.9211137,121.2265845
平鎮區雙連里2鄰雙福路2段2號  ,24.9657346,121.1851929
平鎮區新榮里16鄰振興西路112號之1,24.9457435,121.214528
平鎮區金陵路四段26巷78號,24.9212511,121.2269483
平鎮區福林里8鄰三興路310巷36號,24.9073351,121.2222201
平鎮區湧光里八鄰湧光路106號,24.8967497,121.2097913
平鎮區鎮興里6鄰陸橋南路159巷41號,24.9216612,121.1883651
平鎮區東社里11鄰圳南路18巷2-1號,24.923017,121.244423
平鎮區龍恩里營德路521號,24.9237426,121.2377368
平鎮區鎮興里2鄰鎮德路152號,24.9191657,121.1912396
八德區大興里17鄰指玄街66號,24.955065,121.3094119
八德區竹圍里2鄰長興路756號,24.933363,121.264496
八德區興仁里3鄰中山路2號,24.9302251,121.2846024
八德區白鷺里14鄰東泰街2號,24.9638719,121.278529
八德區大仁里4鄰仁和街211巷1弄18號,24.9697944,121.320014
八德區大義里18鄰義勇街8號,24.9639523,121.3010647
八德區高城里高城8街46巷12-1號,24.97866,121.2747422
八德區廣興里11鄰廣福路669-17號,24.9604064,121.2827613
八德區大成里28鄰建國路1087巷30號,24.9575598,121.295908
八德區大強里東勇街490巷72號,24.9679137,121.3121841
八德區茄苳路865號,24.9670346,121.2799178
八德區榮興南路92-1號,24.948441,121.305832
八德區廣興里4鄰新興路342巷120號之1,24.9487973,121.2800345
八德區大竹里12鄰興豐路1725號,24.9311116,121.2843607
大溪區信義路1125號,24.8946868,121.324293
大溪區仁愛里5鄰埔頂街19號,24.9014499,121.2756488
大溪區復興里復興路2段287巷15號,24.8254965,121.3107915
大溪區員林里4鄰員林路2段282巷17號,24.8857299,121.2688
大溪區南興里11鄰仁和路二段190巷27號,24.9045,121.26486
大溪區新峰里復興路2段758巷45號,24.830829,121.3305933
大溪區瑞興里8鄰大鶯路870巷5號,24.9188783,121.301891
大溪區福山一路3號,24.8308908,121.2629359
大溪區福仁里普濟路124號,24.8864779,121.2859135
大溪區普濟路132號,24.886683,121.2861108
大溪區福仁里24鄰和平路100號,24.8858688,121.2865555
大溪區仁善里介壽路238號,24.9194027,121.2919984
大溪區普濟路122號,24.8864199,121.2858788
大溪區美華里1鄰 復興路一段３１１巷１３號 ,24.8601724,121.2951214
大溪區福安里24鄰三層43號,24.8586216,121.2958106
大溪區光明里6鄰齋明街153號,24.8888576,121.2743105
大溪區康安里13鄰安和路1號,24.8571689,121.2808925
大溪區永福里信義路649號,24.8944332,121.3083169
大溪區美華里七鄰美和路253號,24.8630487,121.3052026
大溪區康安里22鄰瑞安路2段48巷28號,24.8720551,121.2809723
大溪區一心里下田心子17號(郵寄地址:台北市安居街108巷6號4樓),24.881909,121.289004
大溪區美華里7鄰美和路316巷18號 ,24.8602643,121.3047695
大溪區福安里11鄰頭寮16號,24.839922,121.284528
大溪區埔仁路352號,24.9040818,121.2800049
大溪區美華里10鄰美山路2段1巷98弄51號,24.8708467,121.3046608
大溪區田心里民權東路31巷9弄16號,24.883582,121.2906787
大溪區瑞源里石園路760巷100號,24.8671952,121.2524129
大溪區中新里15鄰大鶯路1566-1號,24.9179483,121.3136847
大溪區美華里金山路169巷66號,24.8807938,121.3101554
大溪區美華里12鄰美山路1段693巷49號,24.8735761,121.3006
大溪區復興里3鄰復興路二段318號,24.8258362,121.3116887
大溪區一心里29鄰中華路203巷17號,24.8795071,121.2937532
大溪區月眉里15鄰月眉路1號,24.8895314,121.2878116
大溪區永福里5鄰信義路729號,24.8931119,121.3257545
桃園市大溪區復興里3鄰復興路2段316巷39號,24.8256859,121.3129483
大溪區福安里復興路一段626巷188號,24.8573156,121.2873557
大溪區復興里環湖路1段238巷57號,24.811535,121.247616
大溪區仁和里19鄰士香街172號,24.8971639,121.2744793
大溪區埔頂路1段428號,24.9044322,121.2763756
大溪區仁善里6鄰埔頂路2段527號,24.9089157,121.2789883
大溪區美華里3鄰復興路1段39巷211弄60號,24.8665607,121.2938962
楊梅區楊江里武營街2巷30號,24.909241,121.145176
楊梅區上田里1鄰中華南路二段480巷50號,24.9487024,121.1170334
楊梅區梅溪里三民北路22號,24.9090414,121.170478
楊梅區高榮里18鄰幼獅路2段388號,24.9373949,121.1656156
楊梅區三湖里9鄰楊湖路三段600號,24.9125113,121.0843608
楊梅區員本里9鄰民生街577-1號,24.9477383,121.0872196
楊梅區高上里幼獅路2段55巷79號,24.9345068,121.170009
楊梅區中山里2鄰環東路116號,24.9037848,121.1540424
楊梅區光華里文化街295巷45號,24.9101448,121.1840583
楊梅區員本里12鄰新富五街22號,24.9355707,121.0929337
楊梅區豐野里18鄰新明街59號,24.9382246,121.081836
楊梅區瑞坪里1鄰福羚路330號,24.9074777,121.1855464
楊梅區上湖里下四湖59-3號,24.916213,121.0621491
楊梅區高山里梅高路120巷3弄92號,24.924271,121.1468378
楊梅區富豐里富裕街675巷16號,24.9262169,121.0655808
楊梅區秀才路845巷85弄5號,24.8874251,121.1370268
楊梅區中興路38號,24.9184196,121.1841792
楊梅區高榮里13鄰21號,24.9395505,121.1739024
楊梅區紅梅里大華街172-1號,24.90704,121.1427269
楊梅區裕成里11鄰光裕南街175號,24.8934342,121.1615142
蘆竹區南榮里8鄰忠孝西路28號,25.0441898,121.2922253
蘆竹區新莊里大新路498號,25.0240756,121.2472658
蘆竹區五福里5鄰五福路1號,25.0537555,121.2951749
蘆竹區福祿里1鄰五福一路95巷13號,25.0565315,121.2950964
蘆竹區中福里12鄰龍安街2段985號,25.0061846,121.258533
蘆竹區圳佳路5號,25.0438342,121.2973294
蘆竹區富竹里富宏街290巷58弄65號,25.0373196,121.2609133
蘆竹區坑口里20鄰源福街55號,25.0995242,121.2596524
蘆竹區宏竹里16鄰大華北街136號,25.0396894,121.2478299
蘆竹區山腳里1鄰黃帝街321巷11號,25.0904848,121.2935773
蘆竹區海湖里21鄰海湖東路312之1號,25.1048441,121.2708531
蘆竹區山腳里1鄰黃帝街259巷9號,25.0904848,121.2935773
蘆竹區坑口里16鄰頭前40-2號,25.094458,121.264686
蘆竹區山腳里山外路25號,25.0828089,121.2886773
蘆竹區富竹里1鄰富國路1段2巷1號,25.0219349,121.280736
蘆竹區新莊里4鄰新庄子37-3號,25.0299786,121.2426057
蘆竹區山腳里6鄰泉州路175號,25.1000361,121.2992046
蘆竹區中福里15鄰福興31-14號,25.0047213,121.2597753
蘆竹區錦中里13鄰南崁路222號,25.048658,121.2936679
蘆竹區蘆興里7鄰蘆興街487巷36號,25.0411129,121.2775532
大園區大園里大觀路18號,25.0654617,121.1964509
大園區後厝里1鄰40號,25.0905338,121.210498
大園區五權里6鄰五福路112號,25.0178896,121.2279198
大園區內海里2鄰學府路13號,25.0865872,121.1904699
大園區圳頭里9鄰濱海路2段436號,25.0856929,121.1959024
大園區埔心里4鄰1號,24.1166888,120.6134033
大園區北港里10鄰潮音二路190號,25.0769552,121.1694668
大園區田心里29鄰和平西路115號,25.0571194,121.1967225
大園區南港里4鄰許厝港103-41號,25.0593537,121.1826218
大園區圳頭里2鄰後館25號,25.081737,121.195036
大園區五權里4鄰下埔47-3號,25.0193148,121.2262489
大園區埔心里17鄰海豐坡17之15號,25.054205,121.21678
大園區後厝里9鄰國際路2段735號,25.0902913,121.2291824
大園區沙崙里12鄰沙崙38-1號,25.0937589,121.2232143
大園區海口里11鄰漁港路6號,25.1083724,121.2421865
大園區南港里3鄰許厝港85-1號(郵寄:龜山區頂興路41巷48號),25.0873338,121.1762524
大園區田心里29鄰仁德路300號,25.0548939,121.1969944
大園區北港里3鄰潮音二路945號,25.0683869,121.1588884
大園區沙崙里1鄰漁港路492號,25.1168555,121.244157
大園區田心里9鄰新興路81號,25.0628989,121.1949064
大園區竹圍里成功街59巷3弄,25.1018285,121.2387123
大園區後厝里4鄰10-5號,25.0807188,121.2094136
大園區竹圍里6鄰65號,25.1053419,121.2427589
大園區北港里14鄰許厝港路632號,25.0720146,121.1729651
龜山區萬壽路2段6巷111號,25.0033693,121.3660064
龜山區石雲路338號,24.9835371,121.3665497
龜山區中和南路70號,24.994976,121.33828
龜山區迴龍里13鄰萬壽路1段38號,25.0196749,121.4088587
龜山區龍壽村關公嶺16號,25.00002,121.38505
龜山區自強東路147號,24.9951041,121.3432959
龜山區山頂里29鄰明興街221巷19弄28號,24.9830994,121.3338746
龜山區精忠里光峰路111巷26號,25.0020389,121.342353
龜山區龍壽里6鄰東萬壽路789號,25.001447,121.362064
龜山區樂善里樂善街206巷72號,25.0469456,121.3815324
龜山區龍壽里28鄰關公嶺7號,25.0005556,121.3897222
龜山區樂善里樂安街1號,25.0525987,121.381333
龜山區兔坑里大棟山路101號,24.9906729,121.3709138
龜山區龍壽里17鄰大青坑12-1號,24.9992718,121.399524
龜山區舊路里13鄰振興路1278巷29號,25.02923,121.377525
龜山區三聖路639號,25.0009976,121.3319309
龜山區振興路1089巷27號,25.0288911,121.3703084
龜山區大崗里福德街2號,25.0502368,121.3580509
龜山區龍壽里16鄰寶福路關公嶺9-1號,25.0036573,121.389925
龜山區楓樹里4鄰21號,25.0064613,121.3411824
龜山區龍壽里馬頭厝15鄰11號,25.006385,121.37767
龜山區振興路765號,25.0196511,121.3622301
龜山區大坑里6鄰南上路663巷99號,25.0469106,121.3131266
龜山區兔坑里大同路1851號,24.9909937,121.3813845
龜山區大坑里員林坑路348-1號,25.0443191,121.3287359
龜山區樂善里2鄰嶺頭6-1號,24.5710452,120.7412153
龜山區兔子坑里17鄰大湖頂61-6號,24.992873,121.376321
龜山區兔坑里大棟山路111號,24.9904384,121.371151
龜山區兔坑里大同路1855號,24.9910788,121.3816195
龜山區龍壽里17鄰大青坑31-1號,25.0646933,121.3550187
龍潭區三林里民族路379號,24.8366614,121.2340408
龍潭區上林里溝東100-1號,24.8623466,121.2108341
龍潭區龍潭里東龍路246號,24.865278,121.213928
龍潭區三坑里16鄰中正路三坑段312號,24.8389549,121.2573802
龍潭區大平里8鄰永和路65巷19號,24.8271202,121.2454528
龍潭區東龍街166號,24.8957867,121.2510281
龍潭區中正路三林段226巷126弄1衖2-1號,24.8496442,121.2291503
龍潭區高原里高原路190巷110號,24.8337036,121.2022144
龍潭區三和里10鄰直坑21號,24.849383,121.176116
龍潭區三坑里4鄰永福路135巷66號,24.8418125,121.2450418
龍潭區高原里休閒街105號,24.8454723,121.2080766
龍潭區中山里五福街57號(郵件寄送地址：大溪區美華里7鄰2-6號),24.8654476,121.2191426
龍潭區三水里11鄰龍新路三水段244巷16號,24.8448736,121.157426
龍潭區黃唐里12鄰成功路43巷28號,24.8736703,121.2251395
龍潭區九龍里7鄰九座寮6-1號,24.8622838,121.235722
龍潭區上華里中正路上華段90巷25號,24.8517008,121.2223668
龍潭區三林里19鄰富華街三林段395巷140號,24.8383308,121.2270619
龍潭區三水里14鄰南坑路500號,24.8391901,121.17061
新屋區笨港里2鄰10號,24.9756596,121.0264281
新屋區大坡里5鄰三角崛62-1號,24.960147,121.038283
新屋區永安里13鄰保生路51號,24.9882676,121.0275271
新屋區九斗里2鄰34號,24.9602438,121.1181217
新屋區蚵間里6鄰55號,24.940047,120.989225
新屋區下田里9鄰員笨4號,24.996298,121.063765
新屋區深圳里4鄰20號,24.9562673,121.011703
新屋區蚵間里4鄰28-7號,24.9442449,120.9976694
新屋區笨港里6鄰29-2號,24.9742468,121.0263113
新屋區社子里6鄰37-4號,24.9620445,121.0765048
新屋區埔頂里埔頂路416號,24.9562328,121.1108131
新屋區後湖里3鄰25之7號,24.9594826,121.0565244
新屋區九斗里2鄰九斗20之32號,24.9648326,121.1158574
新屋區新生里6鄰中正路110巷1號,24.9747908,121.1038946
觀音區樹林里關平爺路31號,25.0450413,121.1223694
觀音區保生里5鄰32之1號,25.0218926,121.0478433
觀音區上大里2鄰大湖路1段1042號,24.975501,121.149861
觀音區保生里仁愛路2段417號,25.0081769,121.069973
觀音區甘泉街1鄰1號,25.037554,121.081581
觀音區保障里15鄰大觀路1段579號,25.0485409,121.1442919
觀音區大同里中山路二段388巷36號,25.0156898,121.1298531
觀音區樹林里18鄰新村路2段35號,25.0614768,121.1282243
觀音區大同里新富路一段622巷129號,25.0040615,121.13854
觀音區新興里4鄰26號,25.0059824,121.0936983
觀音區保障里15鄰(草漯107-1號),25.0460255,121.1434937
觀音區新富路一段622巷28號,25.0040615,121.13854
觀音區藍埔里11鄰青埔52-22號,25.0078319,121.1116417
觀音區新興里7鄰16-10號,25.0359365,121.1137544
復興區澤仁里中正路130號,24.8178565,121.351484
復興區三民里2鄰丸山3-2號,24.830243,121.333872
